user,text,date,emotion,sentiment,clean_text,preprocessed_text,nuevosentimiento,adjetivos_positivo,verbos_positivo,sustantivos_positivo,adjetivos_neutro,verbos_neutro,sustantivos_neutro,adjetivos_negativo,verbos_negativo,sustantivos_negativo
@MikeBaVi,"Este 2024 ha empezado muy mal. Mi coche aun descompuesto, estoy enfermo, reaparece gente que no debería, mis hermanos se regresan a EU...  Es imposible no sentirme un poco desconcertado","Jan 6, 2024 · 1:47 AM UTC",embarrassed,scared,Este  ha empezado muy mal Mi coche aun descompuesto estoy enfermo reaparece gente que no debera mis hermanos se regresan a EU  Es imposible no sentirme un poco desconcertado,empezado coche descompuesto enfermo reaparece gente debera hermanos regresan imposible sentirme desconcertado,negativo,0,0,1,0,0,1,0,0,2
@JoelHB10,Desconcertado de la realidad que vivo y mi subconsciente.,"Jan 5, 2024 · 11:50 AM UTC",embarrassed,scared,Desconcertado de la realidad que vivo y mi subconsciente,desconcertado realidad vivo subconsciente,negativo,0,0,0,0,0,0,0,0,1
@FlorVega2601,"A veces uno se siente desconcertado,porque no entendemos nada de lo que hacemos.  El día pasa tan rápido. Y la vida también","Jan 5, 2024 · 3:17 AM UTC",embarrassed,scared,A veces uno se siente desconcertadoporque no entendemos nada de lo que hacemos  El da pasa tan rpido Y la vida tambin,veces desconcertadoporque entendemos hacemos pasa rpido vida tambin,negativo,0,0,2,0,0,2,0,0,3
@Marquitoo007,"Que es Estar tristes o enojado? Sentir remordimiento o estar frustrado ? Quiza ninguna sea la respuesta estoy desenfocado, a lo mejor estoy desconcertado? Nada mejor me quedo callado...","Jan 5, 2024 · 2:37 AM UTC",embarrassed,scared,Que es Estar tristes o enojado Sentir remordimiento o estar frustrado  Quiza ninguna sea la respuesta estoy desenfocado a lo mejor estoy desconcertado Nada mejor me quedo callado,tristes enojado sentir remordimiento frustrado quiza ninguna respuesta desenfocado mejor desconcertado mejor quedo callado,negativo,1,0,1,2,0,2,1,0,2
@Alexlamatraca,Estoy nomas un poquito desconcertado por eso que dijiste que no harías,"Jan 4, 2024 · 6:55 PM UTC",embarrassed,scared,Estoy nomas un poquito desconcertado por eso que dijiste que no haras,noma poquito desconcertado dijiste haras,negativo,0,0,0,0,0,0,0,0,1
@gonzarasa,Estoy totalmente desconcertado hoy ☹️,"Jan 4, 2024 · 3:30 PM UTC",embarrassed,scared,Estoy totalmente desconcertado hoy ,totalmente desconcertado,negativo,0,0,0,0,0,0,0,0,1
@cristiandos0221,"El chino bobo está desconcertado, su cara fue cine 🚬🚬 #granhermano #gh23","Jan 4, 2024 · 3:15 AM UTC",embarrassed,scared,El chino bobo est desconcertado su cara fue cine  granhermano gh,chino bobo desconcertado cara cine granhermano,negativo,0,0,0,0,0,1,0,0,1
@camilamooo,el licha se hace el desconcertado y re que nico le habia susurrado a el kjjjjj,"Jan 4, 2024 · 1:37 AM UTC",embarrassed,scared,el licha se hace el desconcertado y re que nico le habia susurrado a el kjjjjj,licha hace desconcertado nico habia susurrado kjjjjj,negativo,0,0,1,0,0,1,0,0,2
@xEndlessDream_,"─── Tenue y desconcertado suspiro escapó de sus labiales  ───.  Mi intuición casi nunca me falla, quizá sea lo bueno de haber vivido tanto tiempo. ᅠ","Jan 3, 2024 · 10:40 PM UTC",embarrassed,scared, Tenue y desconcertado suspiro escap de sus labiales    Mi intuicin casi nunca me falla quiz sea lo bueno de haber vivido tanto tiempo ,tenue desconcertado suspiro escap labiales intuicin casi nunca falla quiz bueno haber vivido tiempo,negativo,1,0,1,1,0,0,1,0,4
@juanjorpas,Es un golazo pero la falta de contundencia (contundensia) es desesperante. El equipo se ha caído desde el empate y los cambios dignos de un demente han desconcertado aún más al equipo.,"Jan 3, 2024 · 10:26 PM UTC",embarrassed,scared,Es un golazo pero la falta de contundencia contundensia es desesperante El equipo se ha cado desde el empate y los cambios dignos de un demente han desconcertado an ms al equipo,golazo falta contundencia contundensia desesperante equipo cado empate cambios dignos demente desconcertado equipo,negativo,0,0,0,0,0,0,0,0,1
@StrangueStev,El gato acaba de decir que Denis tiene ganas de culear Lo incomodo que esta Bautista #granhermano,"Jan 6, 2024 · 3:58 AM UTC",embarrassed,scared,El gato acaba de decir que Denis tiene ganas de culear Lo incomodo que esta Bautista granhermano,gato acaba decir denis ganas culear incomodo bautista granhermano,negativo,0,0,0,0,0,2,1,0,0
@maaruuup,abrirte con alguien y poder hablar de todo sin que sea incómodo >>>>,"Jan 6, 2024 · 3:54 AM UTC",embarrassed,scared,abrirte con alguien y poder hablar de todo sin que sea incmodo ,abrirte alguien poder hablar incmodo,negativo,0,0,1,0,0,0,0,0,1
@siuolouis_,"hola acabo de ver saltburn con mí hermanito muy divertido no recomiendo, llego una parte de la peli (casi la última) en que ro me dijo que estaba sudando de lo incómodo y nervioso que estaba djejdndkkw","Jan 6, 2024 · 3:53 AM UTC",embarrassed,scared,hola acabo de ver saltburn con m hermanito muy divertido no recomiendo llego una parte de la peli casi la ltima en que ro me dijo que estaba sudando de lo incmodo y nervioso que estaba djejdndkkw,hola acabo saltburn hermanito divertido recomiendo llego parte peli casi ltima dijo sudando incmodo nervioso djejdndkkw,negativo,0,0,1,0,0,0,0,0,3
@juliosvnchez,disfrutando hasta el silencio incomodo,"Jan 6, 2024 · 3:51 AM UTC",embarrassed,scared,disfrutando hasta el silencio incomodo,disfrutando silencio incomodo,negativo,0,0,0,0,0,0,0,0,1
@_ximlu_,q incomodo es ver una película con tu familia y que de la nada aparezca una escena de sexo súper turbia cbrn,"Jan 6, 2024 · 3:50 AM UTC",embarrassed,scared,q incomodo es ver una pelcula con tu familia y que de la nada aparezca una escena de sexo sper turbia cbrn,incomodo pelcula familia aparezca escena sexo sper turbia cbrn,negativo,0,0,0,0,0,0,1,0,0
@daitonta,"no me da gracia, no es chistoso, es incomodo e irrespetuoso, quisiera que se callaran un rato","Jan 6, 2024 · 3:49 AM UTC",embarrassed,scared,no me da gracia no es chistoso es incomodo e irrespetuoso quisiera que se callaran un rato,gracia chistoso incomodo irrespetuoso quisiera callaran rato,negativo,0,0,0,0,0,0,0,0,1
@isaantequeraa,"Mi papá le muestra mis tik toks a toda la familia, es tierno pero que incómodo se siente JAJAJA","Jan 6, 2024 · 3:48 AM UTC",embarrassed,scared,Mi pap le muestra mis tik toks a toda la familia es tierno pero que incmodo se siente JAJAJA,muestra toks toda familia tierno incmodo jajaja,negativo,0,1,0,0,1,0,0,0,1
@rocio_olmoss,que reencuentro tan incómodo diosss,"Jan 6, 2024 · 3:44 AM UTC",embarrassed,scared,que reencuentro tan incmodo diosss,reencuentro incmodo diosss,negativo,0,0,0,0,0,0,0,0,1
@itssofibtw,ni 1 día en la casa y mi papá ya lo hizo todo incómodo 👍,"Jan 6, 2024 · 3:43 AM UTC",embarrassed,scared,ni  da en la casa y mi pap ya lo hizo todo incmodo ,casa hizo incmodo,negativo,0,0,1,0,0,0,0,0,1
@Dxdx2131,Me agradan las personas donde el silencio no es incómodo,"Jan 6, 2024 · 3:40 AM UTC",embarrassed,scared,Me agradan las personas donde el silencio no es incmodo,agradan persona silencio incmodo,negativo,0,0,1,0,0,1,0,0,2
@EkiotzSuibaia,"La verdadera victoria de la síntesis neoclásica es el haberse dado cuenta (sistémicamente, no a título individual o autoconsciente) que si discutían realmente con la CEP perdían por goleada","Jan 4, 2024 · 11:51 AM UTC",embarrassed,scared,La verdadera victoria de la sntesis neoclsica es el haberse dado cuenta sistmicamente no a ttulo individual o autoconsciente que si discutan realmente con la CEP perdan por goleada,verdadera victoria sntesis neoclsica haberse dado cuenta sistmicamente ttulo individual autoconsciente discutan realmente perdan goleada,negativo,0,0,1,0,0,0,0,0,2
@el_pleyadiano,"Los seres humanos se han sometido al miedo de las limitaciones humanas de todo tipo, y miran hacia algo fuera de ellos mismos para producir lo que requieren y desean, en lugar de hacer un esfuerzo autoconsciente para expandir la Presencia del Cristo que está dentro del corazón","Jan 3, 2024 · 5:58 PM UTC",embarrassed,scared,Los seres humanos se han sometido al miedo de las limitaciones humanas de todo tipo y miran hacia algo fuera de ellos mismos para producir lo que requieren y desean en lugar de hacer un esfuerzo autoconsciente para expandir la Presencia del Cristo que est dentro del corazn,seres humanos sometido miedo limitaciones humanas tipo miran hacia mismos producir requieren desean lugar hacer esfuerzo autoconsciente expandir presencia cristo dentro corazn,negativo,0,0,4,0,0,2,0,0,3
@_bucioo_,De que sirve ser autoconsciente de tu persona si te da miedo explotarlo ??,"Dec 31, 2023 · 5:01 AM UTC",embarrassed,scared,De que sirve ser autoconsciente de tu persona si te da miedo explotarlo ,sirve autoconsciente persona miedo explotarlo,negativo,0,0,2,0,0,1,0,0,2
@jescak_,queria ser menos autoconsciente,"Dec 31, 2023 · 3:03 AM UTC",embarrassed,scared,queria ser menos autoconsciente,queria menos autoconsciente,negativo,0,0,1,0,0,0,0,1,0
@diegales96,"#AquamanAndTheLostKingdom el cachondeo autoconsciente con el pulpo me ha ganado. Viva el sentido del humor.  Entretenida, divertida y muy bien hecha. Espectáculo visual. Momoa dusfrutón y gran química con Wilson. Y viva Nicole.","Dec 31, 2023 · 1:05 AM UTC",embarrassed,scared,AquamanAndTheLostKingdom el cachondeo autoconsciente con el pulpo me ha ganado Viva el sentido del humor  Entretenida divertida y muy bien hecha Espectculo visual Momoa dusfrutn y gran qumica con Wilson Y viva Nicole,aquamanandthelostkingdom cachondeo autoconsciente pulpo ganado viva humor entretenida divertida bien hecha espectculo visual momoa dusfrutn gran qumica wilson viva nicole,negativo,0,0,2,0,0,1,1,0,1
@joacohernandez0,"""te daria un beso pero estoy cantando"". Totalmente metaliterario, autoconsciente.","Dec 29, 2023 · 8:29 PM UTC",embarrassed,scared,te daria un beso pero estoy cantando Totalmente metaliterario autoconsciente,daria beso cantando totalmente metaliterario autoconsciente,negativo,0,0,0,0,0,0,0,0,1
@zacknerXIII,¿Que pasaría si un capitulo de What if temporada 2 es una parodia autoconsciente de Jungla de Cristal?,"Dec 28, 2023 · 6:49 PM UTC",embarrassed,scared,Que pasara si un capitulo de What if temporada  es una parodia autoconsciente de Jungla de Cristal,pasara capitulo what temporada parodia autoconsciente jungla cristal,negativo,0,0,0,0,0,0,0,0,1
@ojuchiquillo,primer treat del día (me merezco un mantecaito por soportar los horrores diarios de ser corpórea y autoconsciente),"Dec 28, 2023 · 7:38 AM UTC",embarrassed,scared,primer treat del da me merezco un mantecaito por soportar los horrores diarios de ser corprea y autoconsciente,primer treat merezco mantecaito soportar horrores diarios corprea autoconsciente,negativo,0,0,0,0,0,0,0,0,1
@sopophia_,"abrí insta y ooobviamente iba a estar lleno de personas siendo felices en navidad, haciendo su recuento del año, subiendo fotos bonitas con sus parejas me alegro por mis amiguitxs del insta, pero me hace sentir autoconsciente, un pokito mal este año no fue mi año","Dec 26, 2023 · 7:43 PM UTC",embarrassed,scared,abr insta y ooobviamente iba a estar lleno de personas siendo felices en navidad haciendo su recuento del ao subiendo fotos bonitas con sus parejas me alegro por mis amiguitxs del insta pero me hace sentir autoconsciente un pokito mal este ao no fue mi ao,insta ooobviamente lleno persona siendo felices navidad haciendo recuento subiendo fotos bonitas parejas alegro amiguitxs insta hace sentir autoconsciente pokito,negativo,1,0,1,1,0,2,1,0,2
@MoonbyulBiased,Ser autoconsciente es el primer paso.,"Dec 25, 2023 · 1:34 AM UTC",embarrassed,scared,Ser autoconsciente es el primer paso,autoconsciente primer paso,negativo,0,0,0,0,0,0,1,0,0
@erreborda,termine bien abrumado después de hoy,"Jan 6, 2024 · 2:53 AM UTC",embarrassed,scared,termine bien abrumado despus de hoy,termine bien abrumado despus,negativo,0,0,1,0,0,2,0,0,2
@shpiderduck,me siento abrumado,"Jan 6, 2024 · 2:35 AM UTC",embarrassed,scared,me siento abrumado,siento abrumado,negativo,0,0,1,0,0,1,0,0,2
@Alex_R_art,"Me siento un poco abrumado por la cantidad de cosas que quiero dibujar, ver, jugar y leer. Odio esta sensación xdddd","Jan 6, 2024 · 12:20 AM UTC",embarrassed,scared,Me siento un poco abrumado por la cantidad de cosas que quiero dibujar ver jugar y leer Odio esta sensacin xdddd,siento abrumado cantidad cosas quiero dibujar jugar leer odio sensacin xdddd,negativo,0,0,3,0,0,4,0,0,4
@anggelinaa97,Salvador la única persona que no la ha abrumado de versiones❤😒❤ #NadieComoTú,"Jan 5, 2024 · 10:38 PM UTC",embarrassed,scared,Salvador la nica persona que no la ha abrumado de versiones NadieComoT,salvador nica persona abrumado versiones nadiecomot,negativo,0,0,1,0,0,1,0,0,2
@diegoreyesvqz,Denme un helado o algo que ando full abrumado.,"Jan 5, 2024 · 8:38 PM UTC",embarrassed,scared,Denme un helado o algo que ando full abrumado,denme helado ando full abrumado,negativo,0,0,0,0,1,0,0,0,1
@Alfred_Cripto,"Estoy abrumado de airdrops , de youtube y de todo. Es imposible gestionarlo todo , todo se mueve muy rápido. O determino un plan o me quemo","Jan 5, 2024 · 7:07 PM UTC",embarrassed,scared,Estoy abrumado de airdrops  de youtube y de todo Es imposible gestionarlo todo  todo se mueve muy rpido O determino un plan o me quemo,abrumado airdrop youtube imposible gestionarlo mueve rpido determino plan quemo,negativo,0,0,1,0,0,1,0,0,0
@DePacotilla,"#MicroCuento: A veces, sin motivo aparente, o, más bien, por razones quizás fútiles, se le venían encima unas nostalgias inmensas, que lo dejaban paralizado y abrumado... ¿Serían los ""Heraldos Negros"" de los que hablaba Vallejo?...","Jan 5, 2024 · 4:39 PM UTC",embarrassed,scared,MicroCuento A veces sin motivo aparente o ms bien por razones quizs ftiles se le venan encima unas nostalgias inmensas que lo dejaban paralizado y abrumado Seran los Heraldos Negros de los que hablaba Vallejo,microcuento veces motivo aparente bien razones quiz ftiles venan encima unas nostalgia inmensas dejaban paralizado abrumado seran heraldos negro hablaba vallejo,negativo,0,0,1,0,0,1,0,0,3
@messagewvmxn,"Oh, las vacaciones. Tesoros inciertos, venideros y preciados para cualquier trabajador abrumado por la sobreexplotación. Un sueño fugaz en el que el dinero parecía no importar, a cambio de un breve respiro de placer, diversión y alivio.  Su tesoro perdido, ahora convertido","Jan 5, 2024 · 6:19 AM UTC",embarrassed,scared,Oh las vacaciones Tesoros inciertos venideros y preciados para cualquier trabajador abrumado por la sobreexplotacin Un sueo fugaz en el que el dinero pareca no importar a cambio de un breve respiro de placer diversin y alivio  Su tesoro perdido ahora convertido,vacaciones tesoros inciertos venideros preciados cualquier trabajador abrumado sobreexplotacin sueo fugaz dinero pareca importar cambio breve respiro placer diversin alivio tesoro perdido ahora convertido,negativo,0,0,2,0,0,2,0,0,3
@my25thour,me siento muy abrumado,"Jan 5, 2024 · 5:30 AM UTC",embarrassed,scared,me siento muy abrumado,siento abrumado,negativo,0,0,1,0,0,1,0,0,2
@JorgeD1428,"Consejo  que nadie pidió:  Si un día te sientes abrumado, triste, enojado, ansioso…   Cierra tus ojos, y piérdete en tu respiración","Jan 5, 2024 · 4:57 AM UTC",embarrassed,scared,Consejo  que nadie pidi  Si un da te sientes abrumado triste enojado ansioso   Cierra tus ojos y pirdete en tu respiracin,consejo nadie pidi sientes abrumado triste enojado ansioso cierra ojos pirdete respiracin,negativo,0,0,0,0,0,0,0,1,0
@BarbiSanchez13,Ponete celoso de cualquiera pero no de ese culiado! Justo ese nunca maaaasssss,"Jan 6, 2024 · 3:52 AM UTC",jealous,mad,Ponete celoso de cualquiera pero no de ese culiado Justo ese nunca maaaasssss,ponete celoso cualquiera culiado justo nunca maaaasssss,neutro,0,0,1,0,0,2,0,0,1
@Meriit0,hace una sala de voz🤗 me hablan amigos🙂 se pone celoso e interrumpe😵‍💫 al final solo él habla ☠️,"Jan 6, 2024 · 3:37 AM UTC",jealous,mad,hace una sala de voz me hablan amigos se pone celoso e interrumpe al final solo l habla ,hace sala hablan amigo pone celoso interrumpe final solo habla,neutro,0,0,2,0,0,3,0,0,2
@kthvan_,¿por qué mierda soy tan celoso?,"Jan 6, 2024 · 3:36 AM UTC",jealous,mad,por qu mierda soy tan celoso,mierda celoso,neutro,0,0,1,0,0,1,0,0,0
@nacho899537,Alan no para de mirarla a rosi con joel celoso.  #GranHermano,"Jan 6, 2024 · 3:27 AM UTC",jealous,mad,Alan no para de mirarla a rosi con joel celoso  GranHermano,alan mirarla rosi joel celoso granhermano,neutro,0,0,0,0,0,2,0,0,0
@fqaidan,"Solo le gusta verme celoso, eso es todo, me devuelvo por donde vine.","Jan 6, 2024 · 3:26 AM UTC",jealous,mad,Solo le gusta verme celoso eso es todo me devuelvo por donde vine,solo gusta verme celoso devuelvo vine,neutro,0,0,1,0,0,2,0,0,1
@imapm_,No hago el cyr de los celos porque yo soy bien pero bien celoso.,"Jan 6, 2024 · 3:24 AM UTC",jealous,mad,No hago el cyr de los celos porque yo soy bien pero bien celoso,hago celos bien bien celoso,neutro,0,0,2,0,0,3,0,0,2
